"REPORT_DAT","num_crime","Crime_rate"
"2018/07/23",108,758.6514
"2018/07/24",122,856.9951
"2018/07/25",104,730.5532
"2018/07/26",101,709.47955
"2018/07/27",136,955.3388
"2018/07/28",114,800.7987
"2018/07/29",123,864.01965
"2018/07/30",98,688.4059
"2018/07/31",103,723.52865
"2018/08/01",113,793.77415
"2018/08/02",76,533.8658
"2018/08/03",95,667.33225
"2018/08/04",115,807.82325
"2018/08/05",90,632.2095
"2018/08/06",94,660.3077
"2018/08/07",114,800.7987
"2018/08/08",95,667.33225
"2018/08/09",98,688.4059
"2018/08/10",82,576.0131
"2018/08/11",108,758.6514
"2018/08/12",99,695.43045
"2018/08/13",114,800.7987
"2018/08/14",102,716.5041
"2018/08/15",129,906.16695
"2018/08/16",126,885.0933
"2018/08/17",109,765.67595
"2018/08/18",126,885.0933
"2018/08/19",122,856.9951
"2018/08/20",103,723.52865
"2018/08/21",120,842.946
"2018/08/22",102,716.5041
"2018/08/23",111,779.72505
"2018/08/24",114,800.7987
"2018/08/25",111,779.72505
"2018/08/26",126,885.0933
"2018/08/27",124,871.0442
"2018/08/28",121,849.97055
"2018/08/29",128,899.1424
"2018/08/30",96,674.3568
"2018/08/31",92,646.2586
"2018/09/01",103,723.52865
"2018/09/02",78,547.9149
"2018/09/03",99,695.43045
"2018/09/04",104,730.5532
"2018/09/05",95,667.33225
"2018/09/06",96,674.3568
"2018/09/07",109,765.67595
"2018/09/08",91,639.23405
"2018/09/09",90,632.2095
"2018/09/10",99,695.43045
"2018/09/11",127,892.11785
"2018/09/12",116,814.8478
"2018/09/13",117,821.87235
"2018/09/14",102,716.5041
"2018/09/15",118,828.8969
"2018/09/16",124,871.0442
"2018/09/17",98,688.4059
"2018/09/18",92,646.2586
"2018/09/19",95,667.33225
"2018/09/20",115,807.82325
"2018/09/21",111,779.72505
"2018/09/22",118,828.8969
"2018/09/23",120,842.946
"2018/09/24",121,849.97055
"2018/09/25",99,695.43045
"2018/09/26",105,737.57775
"2018/09/27",101,709.47955
"2018/09/28",104,730.5532
"2018/09/29",113,793.77415
"2018/09/30",121,849.97055
"2018/10/01",100,702.455
"2018/10/02",106,744.6023
"2018/10/03",93,653.28315
"2018/10/04",78,547.9149
"2018/10/05",95,667.33225
"2018/10/06",128,899.1424
"2018/10/07",106,744.6023
"2018/10/08",117,821.87235
"2018/10/09",140,983.437
"2018/10/10",100,702.455
"2018/10/11",99,695.43045
"2018/10/12",93,653.28315
"2018/10/13",106,744.6023
"2018/10/14",125,878.06875
"2018/10/15",97,681.38135
"2018/10/16",121,849.97055
"2018/10/17",105,737.57775
"2018/10/18",114,800.7987
"2018/10/19",110,772.7005
"2018/10/20",109,765.67595
"2018/10/21",107,751.62685
"2018/10/22",97,681.38135
"2018/10/23",106,744.6023
"2018/10/24",104,730.5532
"2018/10/25",104,730.5532
"2018/10/26",103,723.52865
"2018/10/27",112,786.7496
"2018/10/28",105,737.57775
"2018/10/29",102,716.5041
"2018/10/30",99,695.43045
"2018/10/31",115,807.82325
"2018/11/01",105,737.57775
"2018/11/02",108,758.6514
"2018/11/03",89,625.18495
"2018/11/04",93,653.28315
"2018/11/05",90,632.2095
"2018/11/06",84,590.0622
"2018/11/07",102,716.5041
"2018/11/08",102,716.5041
"2018/11/09",123,864.01965
"2018/11/10",117,821.87235
"2018/11/11",68,477.6694
"2018/11/12",77,540.89035
"2018/11/13",95,667.33225
"2018/11/14",130,913.1915
"2018/11/15",95,667.33225
"2018/11/16",70,491.7185
"2018/11/17",106,744.6023
"2018/11/18",109,765.67595
"2018/11/19",111,779.72505
"2018/11/20",110,772.7005
"2018/11/21",91,639.23405
"2018/11/22",59,414.44845
"2018/11/23",66,463.6203
"2018/11/24",82,576.0131
"2018/11/25",95,667.33225
"2018/11/26",114,800.7987
"2018/11/27",89,625.18495
"2018/11/28",109,765.67595
"2018/11/29",85,597.08675
"2018/11/30",91,639.23405
"2018/12/01",94,660.3077
"2018/12/02",74,519.8167
"2018/12/03",85,597.08675
"2018/12/04",92,646.2586
"2018/12/05",84,590.0622
"2018/12/06",98,688.4059
"2018/12/07",98,688.4059
"2018/12/08",95,667.33225
"2018/12/09",82,576.0131
"2018/12/10",95,667.33225
"2018/12/11",103,723.52865
"2018/12/12",95,667.33225
"2018/12/13",102,716.5041
"2018/12/14",108,758.6514
"2018/12/15",79,554.93945
"2018/12/16",99,695.43045
"2018/12/17",108,758.6514
"2018/12/18",108,758.6514
"2018/12/19",93,653.28315
"2018/12/20",116,814.8478
"2018/12/21",93,653.28315
"2018/12/22",112,786.7496
"2018/12/23",102,716.5041
"2018/12/24",71,498.74305
"2018/12/25",64,449.5712
"2018/12/26",74,519.8167
"2018/12/27",111,779.72505
"2018/12/28",100,702.455
"2018/12/29",91,639.23405
"2018/12/30",105,737.57775
"2018/12/31",91,639.23405
"2019/01/01",73,515.20261
"2019/01/02",98,691.64186
"2019/01/03",102,719.87214
"2019/01/04",88,621.06616
"2019/01/05",98,691.64186
"2019/01/06",89,628.12373
"2019/01/07",106,748.10242
"2019/01/08",89,628.12373
"2019/01/09",81,571.66317
"2019/01/10",102,719.87214
"2019/01/11",83,585.77831
"2019/01/12",103,726.92971
"2019/01/13",62,437.56934
"2019/01/14",59,416.39663
"2019/01/15",86,606.95102
"2019/01/16",93,656.35401
"2019/01/17",89,628.12373
"2019/01/18",76,536.37532
"2019/01/19",73,515.20261
"2019/01/20",96,677.52672
"2019/01/21",95,670.46915
"2019/01/22",110,776.3327
"2019/01/23",101,712.81457
"2019/01/24",107,755.15999
"2019/01/25",110,776.3327
"2019/01/26",85,599.89345
"2019/01/27",71,501.08747
"2019/01/28",73,515.20261
"2019/01/29",87,614.00859
"2019/01/30",70,494.0299
"2019/01/31",67,472.85719
"2019/02/01",67,472.85719
"2019/02/02",54,381.10878
"2019/02/03",77,543.43289
"2019/02/04",85,599.89345
"2019/02/05",88,621.06616
"2019/02/06",96,677.52672
"2019/02/07",94,663.41158
"2019/02/08",82,578.72074
"2019/02/09",132,931.59924
"2019/02/10",65,458.74205
"2019/02/11",77,543.43289
"2019/02/12",76,536.37532
"2019/02/13",100,705.757
"2019/02/14",103,726.92971
"2019/02/15",95,670.46915
"2019/02/16",96,677.52672
"2019/02/17",67,472.85719
"2019/02/18",85,599.89345
"2019/02/19",78,550.49046
"2019/02/20",65,458.74205
"2019/02/21",54,381.10878
"2019/02/22",86,606.95102
"2019/02/23",93,656.35401
"2019/02/24",60,423.4542
"2019/02/25",80,564.6056
"2019/02/26",91,642.23887
"2019/02/27",88,621.06616
"2019/02/28",74,522.26018
"2019/03/01",82,578.72074
"2019/03/02",64,451.68448
"2019/03/03",78,550.49046
"2019/03/04",72,508.14504
"2019/03/05",81,571.66317
"2019/03/06",85,599.89345
"2019/03/07",68,479.91476
"2019/03/08",77,543.43289
"2019/03/09",74,522.26018
"2019/03/10",77,543.43289
"2019/03/11",75,529.31775
"2019/03/12",81,571.66317
"2019/03/13",71,501.08747
"2019/03/14",69,486.97233
"2019/03/15",81,571.66317
"2019/03/16",86,606.95102
"2019/03/17",80,564.6056
"2019/03/18",82,578.72074
"2019/03/19",96,677.52672
"2019/03/20",77,543.43289
"2019/03/21",71,501.08747
"2019/03/22",67,472.85719
"2019/03/23",89,628.12373
"2019/03/24",87,614.00859
"2019/03/25",79,557.54803
"2019/03/26",89,628.12373
"2019/03/27",100,705.757
"2019/03/28",69,486.97233
"2019/03/29",87,614.00859
"2019/03/30",78,550.49046
"2019/03/31",79,557.54803
"2019/04/01",81,571.66317
"2019/04/02",86,606.95102
"2019/04/03",76,536.37532
"2019/04/04",73,515.20261
"2019/04/05",90,635.1813
"2019/04/06",87,614.00859
"2019/04/07",76,536.37532
"2019/04/08",95,670.46915
"2019/04/09",96,677.52672
"2019/04/10",87,614.00859
"2019/04/11",77,543.43289
"2019/04/12",81,571.66317
"2019/04/13",69,486.97233
"2019/04/14",87,614.00859
"2019/04/15",88,621.06616
"2019/04/16",90,635.1813
"2019/04/17",92,649.29644
"2019/04/18",90,635.1813
"2019/04/19",81,571.66317
"2019/04/20",81,571.66317
"2019/04/21",83,585.77831
"2019/04/22",100,705.757
"2019/04/23",85,599.89345
"2019/04/24",89,628.12373
"2019/04/25",95,670.46915
"2019/04/26",95,670.46915
"2019/04/27",77,543.43289
"2019/04/28",87,614.00859
"2019/04/29",89,628.12373
"2019/04/30",75,529.31775
"2019/05/01",83,585.77831
"2019/05/02",67,472.85719
"2019/05/03",81,571.66317
"2019/05/04",75,529.31775
"2019/05/05",75,529.31775
"2019/05/06",74,522.26018
"2019/05/07",107,755.15999
"2019/05/08",87,614.00859
"2019/05/09",80,564.6056
"2019/05/10",93,656.35401
"2019/05/11",81,571.66317
"2019/05/12",72,508.14504
"2019/05/13",68,479.91476
"2019/05/14",79,557.54803
"2019/05/15",100,705.757
"2019/05/16",81,571.66317
"2019/05/17",87,614.00859
"2019/05/18",89,628.12373
"2019/05/19",87,614.00859
"2019/05/20",84,592.83588
"2019/05/21",86,606.95102
"2019/05/22",115,811.62055
"2019/05/23",104,733.98728
"2019/05/24",104,733.98728
"2019/05/25",95,670.46915
"2019/05/26",75,529.31775
"2019/05/27",84,592.83588
"2019/05/28",93,656.35401
"2019/05/29",116,818.67812
"2019/05/30",118,832.79326
"2019/05/31",92,649.29644
"2019/06/01",77,543.43289
"2019/06/02",89,628.12373
"2019/06/03",91,642.23887
"2019/06/04",77,543.43289
"2019/06/05",104,733.98728
"2019/06/06",74,522.26018
"2019/06/07",98,691.64186
"2019/06/08",83,585.77831
"2019/06/09",108,762.21756
"2019/06/10",100,705.757
"2019/06/11",94,663.41158
"2019/06/12",105,741.04485
"2019/06/13",86,606.95102
"2019/06/14",102,719.87214
"2019/06/15",81,571.66317
"2019/06/16",110,776.3327
"2019/06/17",84,592.83588
"2019/06/18",100,705.757
"2019/06/19",104,733.98728
"2019/06/20",108,762.21756
"2019/06/21",96,677.52672
"2019/06/22",104,733.98728
"2019/06/23",89,628.12373
"2019/06/24",96,677.52672
"2019/06/25",122,861.02354
"2019/06/26",101,712.81457
"2019/06/27",85,599.89345
"2019/06/28",111,783.39027
"2019/06/29",113,797.50541
"2019/06/30",77,543.43289
"2019/07/01",79,557.54803
"2019/07/02",85,599.89345
"2019/07/03",74,522.26018
"2019/07/04",74,522.26018
"2019/07/05",89,628.12373
"2019/07/06",102,719.87214
"2019/07/07",73,515.20261
"2019/07/08",108,762.21756
"2019/07/09",101,712.81457
"2019/07/10",88,621.06616
"2019/07/11",98,691.64186
"2019/07/12",87,614.00859
"2019/07/13",83,585.77831
"2019/07/14",107,755.15999
"2019/07/15",107,755.15999
"2019/07/16",99,698.69943
"2019/07/17",104,733.98728
"2019/07/18",90,635.1813
"2019/07/19",79,557.54803
"2019/07/20",105,741.04485
"2019/07/21",82,578.72074
"2019/07/22",90,635.1813
"2019/07/23",114,804.56298
"2019/07/24",108,762.21756
"2019/07/25",120,846.9084
"2019/07/26",101,712.81457
"2019/07/27",134,945.71438
"2019/07/28",105,741.04485
"2019/07/29",125,882.19625
"2019/07/30",107,755.15999
"2019/07/31",116,818.67812
"2019/08/01",101,712.81457
"2019/08/02",86,606.95102
"2019/08/03",86,606.95102
"2019/08/04",91,642.23887
"2019/08/05",103,726.92971
"2019/08/06",116,818.67812
"2019/08/07",102,719.87214
"2019/08/08",113,797.50541
"2019/08/09",105,741.04485
"2019/08/10",86,606.95102
"2019/08/11",89,628.12373
"2019/08/12",105,741.04485
"2019/08/13",107,755.15999
"2019/08/14",98,691.64186
"2019/08/15",111,783.39027
"2019/08/16",97,684.58429
"2019/08/17",140,988.0598
"2019/08/18",92,649.29644
"2019/08/19",94,663.41158
"2019/08/20",97,684.58429
"2019/08/21",96,677.52672
"2019/08/22",104,733.98728
"2019/08/23",108,762.21756
"2019/08/24",101,712.81457
"2019/08/25",99,698.69943
"2019/08/26",96,677.52672
"2019/08/27",87,614.00859
"2019/08/28",102,719.87214
"2019/08/29",94,663.41158
"2019/08/30",96,677.52672
"2019/08/31",100,705.757
"2019/09/01",94,663.41158
"2019/09/02",100,705.757
"2019/09/03",105,741.04485
"2019/09/04",100,705.757
"2019/09/05",96,677.52672
"2019/09/06",98,691.64186
"2019/09/07",110,776.3327
"2019/09/08",105,741.04485
"2019/09/09",82,578.72074
"2019/09/10",94,663.41158
"2019/09/11",99,698.69943
"2019/09/12",105,741.04485
"2019/09/13",111,783.39027
"2019/09/14",108,762.21756
"2019/09/15",125,882.19625
"2019/09/16",100,705.757
"2019/09/17",106,748.10242
"2019/09/18",103,726.92971
"2019/09/19",98,691.64186
"2019/09/20",88,621.06616
"2019/09/21",126,889.25382
"2019/09/22",93,656.35401
"2019/09/23",115,811.62055
"2019/09/24",87,614.00859
"2019/09/25",104,733.98728
"2019/09/26",90,635.1813
"2019/09/27",107,755.15999
"2019/09/28",99,698.69943
"2019/09/29",118,832.79326
"2019/09/30",95,670.46915
"2019/10/01",94,663.41158
"2019/10/02",97,684.58429
"2019/10/03",93,656.35401
"2019/10/04",89,628.12373
"2019/10/05",102,719.87214
"2019/10/06",88,621.06616
"2019/10/07",107,755.15999
"2019/10/08",104,733.98728
"2019/10/09",96,677.52672
"2019/10/10",104,733.98728
"2019/10/11",115,811.62055
"2019/10/12",137,966.88709
"2019/10/13",128,903.36896
"2019/10/14",117,825.73569
"2019/10/15",100,705.757
"2019/10/16",81,571.66317
"2019/10/17",78,550.49046
"2019/10/18",102,719.87214
"2019/10/19",106,748.10242
"2019/10/20",83,585.77831
"2019/10/21",96,677.52672
"2019/10/22",111,783.39027
"2019/10/23",85,599.89345
"2019/10/24",125,882.19625
"2019/10/25",149,1051.57793
"2019/10/26",108,762.21756
"2019/10/27",102,719.87214
"2019/10/28",103,726.92971
"2019/10/29",109,769.27513
"2019/10/30",102,719.87214
"2019/10/31",100,705.757
"2019/11/01",114,804.56298
"2019/11/02",92,649.29644
"2019/11/03",91,642.23887
"2019/11/04",103,726.92971
"2019/11/05",101,712.81457
"2019/11/06",98,691.64186
"2019/11/07",88,621.06616
"2019/11/08",88,621.06616
"2019/11/09",79,557.54803
"2019/11/10",87,614.00859
"2019/11/11",114,804.56298
"2019/11/12",104,733.98728
"2019/11/13",99,698.69943
"2019/11/14",98,691.64186
"2019/11/15",105,741.04485
"2019/11/16",105,741.04485
"2019/11/17",115,811.62055
"2019/11/18",96,677.52672
"2019/11/19",104,733.98728
"2019/11/20",107,755.15999
"2019/11/21",105,741.04485
"2019/11/22",108,762.21756
"2019/11/23",121,853.96597
"2019/11/24",91,642.23887
"2019/11/25",108,762.21756
"2019/11/26",95,670.46915
"2019/11/27",103,726.92971
"2019/11/28",66,465.79962
"2019/11/29",53,374.05121
"2019/11/30",86,606.95102
"2019/12/01",76,536.37532
"2019/12/02",111,783.39027
"2019/12/03",104,733.98728
"2019/12/04",102,719.87214
"2019/12/05",86,606.95102
"2019/12/06",97,684.58429
"2019/12/07",106,748.10242
"2019/12/08",119,839.85083
"2019/12/09",110,776.3327
"2019/12/10",95,670.46915
"2019/12/11",102,719.87214
"2019/12/12",88,621.06616
"2019/12/13",108,762.21756
"2019/12/14",112,790.44784
"2019/12/15",102,719.87214
"2019/12/16",89,628.12373
"2019/12/17",111,783.39027
"2019/12/18",95,670.46915
"2019/12/19",87,614.00859
"2019/12/20",85,599.89345
"2019/12/21",109,769.27513
"2019/12/22",103,726.92971
"2019/12/23",102,719.87214
"2019/12/24",89,628.12373
"2019/12/25",48,338.76336
"2019/12/26",50,352.8785
"2019/12/27",63,444.62691
"2019/12/28",110,776.3327
"2019/12/29",110,776.3327
"2019/12/30",93,656.35401
"2019/12/31",90,635.1813
"2020/01/01",45,310.29525
"2020/01/02",74,510.2633
"2020/01/03",91,627.48595
"2020/01/04",78,537.8451
"2020/01/05",87,599.90415
"2020/01/06",73,503.36785
"2020/01/07",85,586.11325
"2020/01/08",85,586.11325
"2020/01/09",85,586.11325
"2020/01/10",79,544.74055
"2020/01/11",99,682.64955
"2020/01/12",91,627.48595
"2020/01/13",98,675.7541
"2020/01/14",91,627.48595
"2020/01/15",94,648.1723
"2020/01/16",106,730.9177
"2020/01/17",96,661.9632
"2020/01/18",85,586.11325
"2020/01/19",82,565.4269
"2020/01/20",86,593.0087
"2020/01/21",103,710.23135
"2020/01/22",105,724.02225
"2020/01/23",110,758.4995
"2020/01/24",112,772.2904
"2020/01/25",121,834.34945
"2020/01/26",145,999.84025
"2020/01/27",114,786.0813
"2020/01/28",122,841.2449
"2020/01/29",100,689.545
"2020/01/30",109,751.60405
"2020/01/31",88,606.7996
"2020/02/01",79,544.74055
"2020/02/02",67,461.99515
"2020/02/03",78,537.8451
"2020/02/04",83,572.32235
"2020/02/05",86,593.0087
"2020/02/06",115,792.97675
"2020/02/07",97,668.85865
"2020/02/08",79,544.74055
"2020/02/09",92,634.3814
"2020/02/10",98,675.7541
"2020/02/11",87,599.90415
"2020/02/12",83,572.32235
"2020/02/13",112,772.2904
"2020/02/14",92,634.3814
"2020/02/15",88,606.7996
"2020/02/16",79,544.74055
"2020/02/17",84,579.2178
"2020/02/18",88,606.7996
"2020/02/19",92,634.3814
"2020/02/20",95,655.06775
"2020/02/21",82,565.4269
"2020/02/22",69,475.78605
"2020/02/23",82,565.4269
"2020/02/24",101,696.44045
"2020/02/25",84,579.2178
"2020/02/26",100,689.545
"2020/02/27",79,544.74055
"2020/02/28",89,613.69505
"2020/02/29",77,530.94965
"2020/03/01",83,572.32235
"2020/03/02",86,593.0087
"2020/03/03",85,586.11325
"2020/03/04",67,461.99515
"2020/03/05",91,627.48595
"2020/03/06",77,530.94965
"2020/03/07",84,579.2178
"2020/03/08",64,441.3088
"2020/03/09",91,627.48595
"2020/03/10",88,606.7996
"2020/03/11",92,634.3814
"2020/03/12",76,524.0542
"2020/03/13",80,551.636
"2020/03/14",107,737.81315
"2020/03/15",88,606.7996
"2020/03/16",84,579.2178
"2020/03/17",58,399.9361
"2020/03/18",71,489.57695
"2020/03/19",46,317.1907
"2020/03/20",66,455.0997
"2020/03/21",48,330.9816
"2020/03/22",43,296.50435
"2020/03/23",55,379.24975
"2020/03/24",63,434.41335
"2020/03/25",63,434.41335
"2020/03/26",65,448.20425
"2020/03/27",52,358.5634
"2020/03/28",43,296.50435
"2020/03/29",56,386.1452
"2020/03/30",70,482.6815
"2020/03/31",58,399.9361
"2020/04/01",54,372.3543
"2020/04/02",44,303.3998
"2020/04/03",39,268.92255
"2020/04/04",53,365.45885
"2020/04/05",40,275.818
"2020/04/06",71,489.57695
"2020/04/07",52,358.5634
"2020/04/08",56,386.1452
"2020/04/09",46,317.1907
"2020/04/10",47,324.08615
"2020/04/11",57,393.04065
"2020/04/12",52,358.5634
"2020/04/13",43,296.50435
"2020/04/14",66,455.0997
"2020/04/15",54,372.3543
"2020/04/16",60,413.727
"2020/04/17",45,310.29525
"2020/04/18",34,234.4453
"2020/04/19",49,337.87705
"2020/04/20",51,351.66795
"2020/04/21",58,399.9361
"2020/04/22",73,503.36785
"2020/04/23",75,517.15875
"2020/04/24",67,461.99515
"2020/04/25",62,427.5179
"2020/04/26",43,296.50435
"2020/04/27",53,365.45885
"2020/04/28",69,475.78605
"2020/04/29",79,544.74055
"2020/04/30",60,413.727
"2020/05/01",50,344.7725
"2020/05/02",41,282.71345
"2020/05/03",35,241.34075
"2020/05/04",68,468.8906
"2020/05/05",70,482.6815
"2020/05/06",56,386.1452
"2020/05/07",44,303.3998
"2020/05/08",65,448.20425
"2020/05/09",48,330.9816
"2020/05/10",63,434.41335
"2020/05/11",48,330.9816
"2020/05/12",50,344.7725
"2020/05/13",48,330.9816
"2020/05/14",58,399.9361
"2020/05/15",46,317.1907
"2020/05/16",61,420.62245
"2020/05/17",49,337.87705
"2020/05/18",67,461.99515
"2020/05/19",65,448.20425
"2020/05/20",91,627.48595
"2020/05/21",67,461.99515
"2020/05/22",69,475.78605
"2020/05/23",50,344.7725
"2020/05/24",57,393.04065
"2020/05/25",50,344.7725
"2020/05/26",65,448.20425
"2020/05/27",67,461.99515
"2020/05/28",72,496.4724
"2020/05/29",77,530.94965
"2020/05/30",46,317.1907
"2020/05/31",88,606.7996
"2020/06/01",191,1317.03095
"2020/06/02",108,744.7086
"2020/06/03",91,627.48595
"2020/06/04",89,613.69505
"2020/06/05",67,461.99515
"2020/06/06",49,337.87705
"2020/06/07",64,441.3088
"2020/06/08",87,599.90415
"2020/06/09",75,517.15875
"2020/06/10",88,606.7996
"2020/06/11",89,613.69505
"2020/06/12",58,399.9361
"2020/06/13",61,420.62245
"2020/06/14",80,551.636
"2020/06/15",74,510.2633
"2020/06/16",85,586.11325
"2020/06/17",62,427.5179
"2020/06/18",52,358.5634
"2020/06/19",50,344.7725
"2020/06/20",56,386.1452
"2020/06/21",60,413.727
"2020/06/22",75,517.15875
"2020/06/23",80,551.636
"2020/06/24",72,496.4724
"2020/06/25",78,537.8451
"2020/06/26",56,386.1452
"2020/06/27",58,399.9361
"2020/06/28",67,461.99515
"2020/06/29",75,517.15875
"2020/06/30",78,537.8451
"2020/07/01",65,448.20425
"2020/07/02",54,372.3543
"2020/07/03",62,427.5179
"2020/07/04",57,393.04065
"2020/07/05",53,365.45885
"2020/07/06",64,441.3088
"2020/07/07",72,496.4724
"2020/07/08",92,634.3814
"2020/07/09",54,372.3543
"2020/07/10",66,455.0997
"2020/07/11",66,455.0997
"2020/07/12",64,441.3088
"2020/07/13",54,372.3543
"2020/07/14",73,503.36785
"2020/07/15",78,537.8451
"2020/07/16",74,510.2633
"2020/07/17",60,413.727
"2020/07/18",69,475.78605
"2020/07/19",69,475.78605
"2020/07/20",73,503.36785
"2020/07/21",77,530.94965
"2020/07/22",63,434.41335
"2020/07/23",64,441.3088
"2020/07/24",72,496.4724
"2020/07/25",64,441.3088
"2020/07/26",69,475.78605
"2020/07/27",75,517.15875
"2020/07/28",102,703.3359
"2020/07/29",99,682.64955
"2020/07/30",70,482.6815
"2020/07/31",59,406.83155
"2020/08/01",60,413.727
"2020/08/02",76,524.0542
"2020/08/03",81,558.53145
"2020/08/04",80,551.636
"2020/08/05",91,627.48595
"2020/08/06",70,482.6815
"2020/08/07",81,558.53145
"2020/08/08",88,606.7996
"2020/08/09",92,634.3814
"2020/08/10",98,675.7541
"2020/08/11",71,489.57695
"2020/08/12",73,503.36785
"2020/08/13",79,544.74055
"2020/08/14",51,351.66795
"2020/08/15",69,475.78605
"2020/08/16",70,482.6815
"2020/08/17",73,503.36785
"2020/08/18",71,489.57695
"2020/08/19",83,572.32235
"2020/08/20",88,606.7996
"2020/08/21",73,503.36785
"2020/08/22",72,496.4724
"2020/08/23",79,544.74055
"2020/08/24",87,599.90415
"2020/08/25",77,530.94965
"2020/08/26",86,593.0087
"2020/08/27",98,675.7541
"2020/08/28",76,524.0542
"2020/08/29",68,468.8906
"2020/08/30",79,544.74055
"2020/08/31",91,627.48595
"2020/09/01",87,599.90415
"2020/09/02",75,517.15875
"2020/09/03",64,441.3088
"2020/09/04",59,406.83155
"2020/09/05",100,689.545
"2020/09/06",77,530.94965
"2020/09/07",91,627.48595
"2020/09/08",95,655.06775
"2020/09/09",77,530.94965
"2020/09/10",72,496.4724
"2020/09/11",71,489.57695
"2020/09/12",94,648.1723
"2020/09/13",97,668.85865
"2020/09/14",69,475.78605
"2020/09/15",92,634.3814
"2020/09/16",123,848.14035
"2020/09/17",82,565.4269
"2020/09/18",80,551.636
"2020/09/19",65,448.20425
"2020/09/20",72,496.4724
"2020/09/21",99,682.64955
"2020/09/22",106,730.9177
"2020/09/23",103,710.23135
"2020/09/24",85,586.11325
"2020/09/25",86,593.0087
"2020/09/26",79,544.74055
"2020/09/27",84,579.2178
"2020/09/28",95,655.06775
"2020/09/29",102,703.3359
"2020/09/30",91,627.48595
"2020/10/01",87,599.90415
"2020/10/02",79,544.74055
"2020/10/03",68,468.8906
"2020/10/04",85,586.11325
"2020/10/05",83,572.32235
"2020/10/06",82,565.4269
"2020/10/07",86,593.0087
"2020/10/08",77,530.94965
"2020/10/09",72,496.4724
"2020/10/10",91,627.48595
"2020/10/11",97,668.85865
"2020/10/12",110,758.4995
"2020/10/13",79,544.74055
"2020/10/14",85,586.11325
"2020/10/15",91,627.48595
"2020/10/16",59,406.83155
"2020/10/17",72,496.4724
"2020/10/18",82,565.4269
"2020/10/19",107,737.81315
"2020/10/20",90,620.5905
"2020/10/21",83,572.32235
"2020/10/22",98,675.7541
"2020/10/23",83,572.32235
"2020/10/24",74,510.2633
"2020/10/25",67,461.99515
"2020/10/26",78,537.8451
"2020/10/27",84,579.2178
"2020/10/28",73,503.36785
"2020/10/29",92,634.3814
"2020/10/30",68,468.8906
"2020/10/31",80,551.636
"2020/11/01",70,482.6815
"2020/11/02",74,510.2633
"2020/11/03",66,455.0997
"2020/11/04",89,613.69505
"2020/11/05",90,620.5905
"2020/11/06",80,551.636
"2020/11/07",73,503.36785
"2020/11/08",79,544.74055
"2020/11/09",101,696.44045
"2020/11/10",102,703.3359
"2020/11/11",78,537.8451
"2020/11/12",79,544.74055
"2020/11/13",70,482.6815
"2020/11/14",91,627.48595
"2020/11/15",72,496.4724
"2020/11/16",89,613.69505
"2020/11/17",94,648.1723
"2020/11/18",77,530.94965
"2020/11/19",76,524.0542
"2020/11/20",90,620.5905
"2020/11/21",91,627.48595
"2020/11/22",77,530.94965
"2020/11/23",73,503.36785
"2020/11/24",78,537.8451
"2020/11/25",80,551.636
"2020/11/26",65,448.20425
"2020/11/27",81,558.53145
"2020/11/28",86,593.0087
"2020/11/29",66,455.0997
"2020/11/30",85,586.11325
"2020/12/01",104,717.1268
"2020/12/02",90,620.5905
"2020/12/03",93,641.27685
"2020/12/04",72,496.4724
"2020/12/05",70,482.6815
"2020/12/06",76,524.0542
"2020/12/07",76,524.0542
"2020/12/08",88,606.7996
"2020/12/09",86,593.0087
"2020/12/10",71,489.57695
"2020/12/11",88,606.7996
"2020/12/12",82,565.4269
"2020/12/13",60,413.727
"2020/12/14",67,461.99515
"2020/12/15",89,613.69505
"2020/12/16",73,503.36785
"2020/12/17",74,510.2633
"2020/12/18",79,544.74055
"2020/12/19",78,537.8451
"2020/12/20",90,620.5905
"2020/12/21",93,641.27685
"2020/12/22",90,620.5905
"2020/12/23",69,475.78605
"2020/12/24",62,427.5179
"2020/12/25",34,234.4453
"2020/12/26",46,317.1907
"2020/12/27",61,420.62245
"2020/12/28",83,572.32235
"2020/12/29",84,579.2178
"2020/12/30",63,434.41335
"2020/12/31",61,420.62245
"2021/01/01",30,201.015
"2021/01/02",67,448.9335
"2021/01/03",88,589.644
"2021/01/04",61,408.7305
"2021/01/05",71,475.7355
"2021/01/06",82,549.441
"2021/01/07",59,395.3295
"2021/01/08",65,435.5325
"2021/01/09",74,495.837
"2021/01/10",59,395.3295
"2021/01/11",65,435.5325
"2021/01/12",68,455.634
"2021/01/13",81,542.7405
"2021/01/14",45,301.5225
"2021/01/15",77,515.9385
"2021/01/16",84,562.842
"2021/01/17",68,455.634
"2021/01/18",51,341.7255
"2021/01/19",63,422.1315
"2021/01/20",71,475.7355
"2021/01/21",63,422.1315
"2021/01/22",77,515.9385
"2021/01/23",69,462.3345
"2021/01/24",65,435.5325
"2021/01/25",97,649.9485
"2021/01/26",85,569.5425
"2021/01/27",89,596.3445
"2021/01/28",59,395.3295
"2021/01/29",68,455.634
"2021/01/30",51,341.7255
"2021/01/31",51,341.7255
"2021/02/01",42,281.421
"2021/02/02",55,368.5275
"2021/02/03",70,469.035
"2021/02/04",85,569.5425
"2021/02/05",59,395.3295
"2021/02/06",54,361.827
"2021/02/07",65,435.5325
"2021/02/08",67,448.9335
"2021/02/09",83,556.1415
"2021/02/10",61,408.7305
