"REPORT_DAT","num_crime","Crime_rate"
"2021/02/11",63,422.1315
"2021/02/12",55,368.5275
"2021/02/13",62,415.431
"2021/02/14",55,368.5275
"2021/02/15",80,536.04
"2021/02/16",59,395.3295
"2021/02/17",72,482.436
"2021/02/18",55,368.5275
"2021/02/19",56,375.228
"2021/02/20",55,368.5275
"2021/02/21",64,428.832
"2021/02/22",51,341.7255
"2021/02/23",62,415.431
"2021/02/24",65,435.5325
"2021/02/25",77,515.9385
"2021/02/26",56,375.228
"2021/02/27",62,415.431
"2021/02/28",53,355.1265
"2021/03/01",73,489.1365
"2021/03/02",71,475.7355
"2021/03/03",66,442.233
"2021/03/04",59,395.3295
"2021/03/05",64,428.832
"2021/03/06",60,402.03
"2021/03/07",62,415.431
"2021/03/08",73,489.1365
"2021/03/09",67,448.9335
"2021/03/10",56,375.228
"2021/03/11",61,408.7305
"2021/03/12",75,502.5375
"2021/03/13",70,469.035
"2021/03/14",57,381.9285
"2021/03/15",61,408.7305
"2021/03/16",71,475.7355
"2021/03/17",72,482.436
"2021/03/18",47,314.9235
"2021/03/19",60,402.03
"2021/03/20",50,335.025
"2021/03/21",60,402.03
"2021/03/22",52,348.426
"2021/03/23",48,321.624
"2021/03/24",72,482.436
"2021/03/25",51,341.7255
"2021/03/26",42,281.421
"2021/03/27",53,355.1265
"2021/03/28",63,422.1315
"2021/03/29",54,361.827
"2021/03/30",52,348.426
"2021/03/31",68,455.634
"2021/04/01",54,361.827
"2021/04/02",53,355.1265
"2021/04/03",53,355.1265
"2021/04/04",46,308.223
"2021/04/05",67,448.9335
"2021/04/06",67,448.9335
"2021/04/07",84,562.842
"2021/04/08",58,388.629
"2021/04/09",55,368.5275
"2021/04/10",49,328.3245
"2021/04/11",58,388.629
"2021/04/12",73,489.1365
"2021/04/13",73,489.1365
"2021/04/14",55,368.5275
"2021/04/15",63,422.1315
"2021/04/16",50,335.025
"2021/04/17",51,341.7255
"2021/04/18",54,361.827
"2021/04/19",66,442.233
"2021/04/20",79,529.3395
"2021/04/21",64,428.832
"2021/04/22",56,375.228
"2021/04/23",69,462.3345
"2021/04/24",77,515.9385
"2021/04/25",46,308.223
"2021/04/26",78,522.639
"2021/04/27",69,462.3345
"2021/04/28",69,462.3345
"2021/04/29",42,281.421
"2021/04/30",90,603.045
"2021/05/01",57,381.9285
"2021/05/02",66,442.233
"2021/05/03",81,542.7405
"2021/05/04",84,562.842
"2021/05/05",63,422.1315
"2021/05/06",66,442.233
"2021/05/07",71,475.7355
"2021/05/08",68,455.634
"2021/05/09",73,489.1365
"2021/05/10",83,556.1415
"2021/05/11",89,596.3445
"2021/05/12",84,562.842
"2021/05/13",64,428.832
"2021/05/14",81,542.7405
"2021/05/15",58,388.629
"2021/05/16",84,562.842
"2021/05/17",92,616.446
"2021/05/18",78,522.639
"2021/05/19",93,623.1465
"2021/05/20",76,509.238
"2021/05/21",75,502.5375
"2021/05/22",56,375.228
"2021/05/23",76,509.238
"2021/05/24",105,703.5525
"2021/05/25",110,737.055
"2021/05/26",99,663.3495
"2021/05/27",99,663.3495
"2021/05/28",88,589.644
"2021/05/29",69,462.3345
"2021/05/30",78,522.639
"2021/05/31",83,556.1415
"2021/06/01",89,596.3445
"2021/06/02",91,609.7455
"2021/06/03",80,536.04
"2021/06/04",62,415.431
"2021/06/05",81,542.7405
"2021/06/06",72,482.436
"2021/06/07",97,649.9485
"2021/06/08",75,502.5375
"2021/06/09",89,596.3445
"2021/06/10",80,536.04
"2021/06/11",63,422.1315
"2021/06/12",87,582.9435
"2021/06/13",79,529.3395
"2021/06/14",93,623.1465
"2021/06/15",70,469.035
"2021/06/16",97,649.9485
"2021/06/17",74,495.837
"2021/06/18",79,529.3395
"2021/06/19",94,629.847
"2021/06/20",71,475.7355
"2021/06/21",93,623.1465
"2021/06/22",88,589.644
"2021/06/23",78,522.639
"2021/06/24",72,482.436
"2021/06/25",76,509.238
"2021/06/26",81,542.7405
"2021/06/27",88,589.644
"2021/06/28",89,596.3445
"2021/06/29",114,763.857
"2021/06/30",102,683.451
"2021/07/01",119,797.3595
"2021/07/02",82,549.441
"2021/07/03",83,556.1415
"2021/07/04",72,482.436
"2021/07/05",64,428.832
"2021/07/06",100,670.05
"2021/07/07",108,723.654
"2021/07/08",82,549.441
"2021/07/09",77,515.9385
"2021/07/10",77,515.9385
"2021/07/11",91,609.7455
"2021/07/12",86,576.243
"2021/07/13",98,656.649
"2021/07/14",107,716.9535
"2021/07/15",73,489.1365
"2021/07/16",103,690.1515
"2021/07/17",88,589.644
"2021/07/18",87,582.9435
"2021/07/19",99,663.3495
"2021/07/20",77,515.9385
"2021/07/21",106,710.253
"2021/07/22",76,509.238
"2021/07/23",78,522.639
"2021/07/24",64,428.832
"2021/07/25",87,582.9435
"2021/07/26",85,569.5425
"2021/07/27",84,562.842
"2021/07/28",86,576.243
"2021/07/29",74,495.837
"2021/07/30",74,495.837
"2021/07/31",82,549.441
"2021/08/01",73,489.1365
"2021/08/02",75,502.5375
"2021/08/03",85,569.5425
"2021/08/04",96,643.248
"2021/08/05",64,428.832
"2021/08/06",74,495.837
"2021/08/07",80,536.04
"2021/08/08",85,569.5425
"2021/08/09",91,609.7455
"2021/08/10",106,710.253
"2021/08/11",87,582.9435
"2021/08/12",86,576.243
"2021/08/13",82,549.441
"2021/08/14",61,408.7305
"2021/08/15",73,489.1365
"2021/08/16",74,495.837
"2021/08/17",84,562.842
"2021/08/18",83,556.1415
"2021/08/19",96,643.248
"2021/08/20",89,596.3445
"2021/08/21",82,549.441
"2021/08/22",80,536.04
"2021/08/23",90,603.045
"2021/08/24",99,663.3495
"2021/08/25",95,636.5475
"2021/08/26",80,536.04
"2021/08/27",87,582.9435
"2021/08/28",115,770.5575
"2021/08/29",74,495.837
"2021/08/30",88,589.644
"2021/08/31",97,649.9485
"2021/09/01",101,676.7505
"2021/09/02",85,569.5425
"2021/09/03",84,562.842
"2021/09/04",86,576.243
"2021/09/05",73,489.1365
"2021/09/06",89,596.3445
"2021/09/07",100,670.05
"2021/09/08",103,690.1515
"2021/09/09",115,770.5575
"2021/09/10",113,757.1565
"2021/09/11",89,596.3445
"2021/09/12",91,609.7455
"2021/09/13",94,629.847
"2021/09/14",88,589.644
"2021/09/15",114,763.857
"2021/09/16",83,556.1415
"2021/09/17",78,522.639
"2021/09/18",90,603.045
"2021/09/19",86,576.243
"2021/09/20",104,696.852
"2021/09/21",111,743.7555
"2021/09/22",82,549.441
"2021/09/23",105,703.5525
"2021/09/24",83,556.1415
"2021/09/25",94,629.847
"2021/09/26",105,703.5525
"2021/09/27",104,696.852
"2021/09/28",91,609.7455
"2021/09/29",111,743.7555
"2021/09/30",98,656.649
"2021/10/01",105,703.5525
"2021/10/02",71,475.7355
"2021/10/03",80,536.04
"2021/10/04",88,589.644
"2021/10/05",105,703.5525
"2021/10/06",113,757.1565
"2021/10/07",114,763.857
"2021/10/08",109,730.3545
"2021/10/09",94,629.847
"2021/10/10",83,556.1415
"2021/10/11",102,683.451
"2021/10/12",123,824.1615
"2021/10/13",87,582.9435
"2021/10/14",90,603.045
"2021/10/15",95,636.5475
"2021/10/16",74,495.837
"2021/10/17",78,522.639
"2021/10/18",103,690.1515
"2021/10/19",106,710.253
"2021/10/20",92,616.446
"2021/10/21",96,643.248
"2021/10/22",87,582.9435
"2021/10/23",87,582.9435
"2021/10/24",74,495.837
"2021/10/25",116,777.258
"2021/10/26",97,649.9485
"2021/10/27",86,576.243
"2021/10/28",107,716.9535
"2021/10/29",67,448.9335
"2021/10/30",59,395.3295
"2021/10/31",68,455.634
"2021/11/01",110,737.055
"2021/11/02",91,609.7455
"2021/11/03",67,448.9335
"2021/11/04",84,562.842
"2021/11/05",72,482.436
"2021/11/06",77,515.9385
"2021/11/07",63,422.1315
"2021/11/08",95,636.5475
"2021/11/09",78,522.639
"2021/11/10",83,556.1415
"2021/11/11",88,589.644
"2021/11/12",89,596.3445
"2021/11/13",70,469.035
"2021/11/14",66,442.233
"2021/11/15",97,649.9485
"2021/11/16",80,536.04
"2021/11/17",72,482.436
"2021/11/18",99,663.3495
"2021/11/19",55,368.5275
"2021/11/20",71,475.7355
"2021/11/21",70,469.035
"2021/11/22",93,623.1465
"2021/11/23",75,502.5375
"2021/11/24",91,609.7455
"2021/11/25",59,395.3295
"2021/11/26",41,274.7205
"2021/11/27",78,522.639
"2021/11/28",64,428.832
"2021/11/29",73,489.1365
"2021/11/30",113,757.1565
"2021/12/01",86,576.243
"2021/12/02",80,536.04
"2021/12/03",93,623.1465
"2021/12/04",80,536.04
"2021/12/05",88,589.644
"2021/12/06",102,683.451
"2021/12/07",104,696.852
"2021/12/08",84,562.842
"2021/12/09",88,589.644
"2021/12/10",79,529.3395
"2021/12/11",71,475.7355
"2021/12/12",54,361.827
"2021/12/13",98,656.649
"2021/12/14",97,649.9485
"2021/12/15",101,676.7505
"2021/12/16",76,509.238
"2021/12/17",60,402.03
"2021/12/18",53,355.1265
"2021/12/19",66,442.233
"2021/12/20",85,569.5425
"2021/12/21",97,649.9485
"2021/12/22",66,442.233
"2021/12/23",62,415.431
"2021/12/24",63,422.1315
"2021/12/25",44,294.822
"2021/12/26",49,328.3245
"2021/12/27",80,536.04
"2021/12/28",84,562.842
"2021/12/29",75,502.5375
"2021/12/30",53,355.1265
"2021/12/31",72,482.436
